korridor_fra;korridor_til;id2;kvartal;weekday_indicator;time_of_day;reiser;co2_tonn
Klepp;Rennesøy;sykkel;2024-1;Weekday;08:30-13:30;0,0;0,0
Jåsund (Sola);Sola;buss;2021-3;Weekday;08:30-13:30;10,670854078654045;0,0
Nærbø;Madla;rail;2022-1;Weekend;Weekend;0,22216341909961695;0,0
Dusavika (Randaberg);Hommersåk;sykkel;2020-3;Weekday;08:30-13:30;0,0;0,0
Nærbø;Solborg (Stavanger);rail;2022-1;Weekday;13:30-16:30;1,2974343675417632;0,0
Hundvåg;Paradis (Stavanger);buss;2023-3;Weekday;13:30-16:30;7,447365046867367;1,7104055453316678
Ganddal (Sandnes);Madla;buss;2025-2;Weekday;08:30-13:30;0,669246864072383;0,6278652921982825
Solborg (Stavanger);Stavanger sentrum;bil;2025-3;Weekday;20:00-05:30;0,0;0,0
Sandnes sentrum;Lura;rail;2026-1;Weekday;05:30-08:30;0,03143062297494595;
Nærbø;Stavanger sentrum;rail;2019-4;Weekday;16:30-20:00;4,194599462402268;0,0
Rennesøy;Paradis (Stavanger);bil;2025-1;Weekend;Weekend;3,2997107174736318;7,686117012124975
Paradis (Stavanger);Solborg (Stavanger);sykkel;2023-1;Weekend;Weekend;8,020716499267142;0,0
Klepp;Bjergsted (Stavanger);sykkel;2024-1;Weekday;05:30-08:30;0,0;0,0
Hommersåk;Forus;gange;2021-3;Weekday;16:30-20:00;0,18886344232065227;0,0
Bjergsted (Stavanger);Forus;buss;2024-3;Weekday;16:30-20:00;0,14530487492542607;0,10907053007637382
Paradis (Stavanger);Ganddal (Sandnes);gange;2023-4;Weekend;Weekend;0,019063001630659666;0,0
Jåsund (Sola);Madla;sykkel;2024-4;Weekday;20:00-05:30;0,0;0,0
Sykehuset;Solborg (Stavanger);sykkel;2024-3;Weekday;20:00-05:30;0,0;0,0
Nærbø;Lura;buss;2020-2;Weekday;13:30-16:30;0,0;0,0
Solborg (Stavanger);Madla;bil;2022-1;Weekday;16:30-20:00;53,76759850170342;13,079474616443557
Sola;Ganddal (Sandnes);sykkel;2025-2;Weekend;Weekend;3,407578253058707;0,0
Stavanger sentrum;Paradis (Stavanger);bil;2019-2;Weekday;13:30-16:30;141,39051742891974;12,397291984766936
Paradis (Stavanger);Sola;sykkel;2023-2;Weekday;08:30-13:30;2,1004057403565475;0,0
Hommersåk;Madla;buss;2024-4;Weekday;16:30-20:00;0,0;0,0
Paradis (Stavanger);Sykehuset;sykkel;2019-2;Weekday;05:30-08:30;6,588032454902564;0,0
Forus;Sandnes sentrum;rail;2025-4;Weekday;13:30-16:30;7,548587951149605;0,0
Dusavika (Randaberg);Dusavika (Randaberg);bil;2023-1;Weekend;Weekend;372,58799563378034;67,05399867410307
Klepp;Sykehuset;rail;2022-4;Weekday;08:30-13:30;0,8370811118356286;0,0
Paradis (Stavanger);Dusavika (Randaberg);sykkel;2024-2;Weekday;08:30-13:30;8,56424465119655;0,0
Hundvåg;Forus;bil;2022-4;Weekday;13:30-16:30;7,812634262685346;8,212891102044123
Madla;Paradis (Stavanger);buss;2026-1;Weekday;13:30-16:30;11,377655582029718;6,399669226717022
Sola;Hundvåg;sykkel;2024-1;Weekday;13:30-16:30;0,034025196212811186;0,0
Bjergsted (Stavanger);Paradis (Stavanger);gange;2025-1;Weekday;20:00-05:30;0,7223169626363649;0,0
Hommersåk;Dusavika (Randaberg);bil;2021-1;Weekday;16:30-20:00;1,908437455580609;5,450088763530538
Paradis (Stavanger);Solborg (Stavanger);sykkel;2024-1;Weekday;08:30-13:30;15,44640157303462;0,0
Madla;Forus;bil;2023-3;Weekday;16:30-20:00;13,457731211012078;0,0
Hundvåg;Hundvåg;gange;2023-4;Weekday;16:30-20:00;92,15829605175315;0,0
Hinnavågen;Madla;bil;2020-3;Weekday;13:30-16:30;44,355970141192635;20,167279714230524
Lura;Ganddal (Sandnes);buss;2023-2;Weekday;08:30-13:30;3,301402451979126;0,773526251451692
Hundvåg;Madla;buss;2023-2;Weekday;16:30-20:00;1,1786186680956674;0,7380273158739182
Sola;Forus;buss;2023-2;Weekday;13:30-16:30;3,085033159108427;0,0
Forus;Forus;gange;2024-3;Weekend;Weekend;161,42104625670902;0,0
Hinnavågen;Hommersåk;bil;2024-4;Weekday;20:00-05:30;0,0;0,0
Jåsund (Sola);Nærbø;gange;2023-3;Weekday;08:30-13:30;0,0;0,0
Madla;Madla;buss;2022-4;Weekday;05:30-08:30;9,140504859287171;2,136594329299874
Nærbø;Hommersåk;bil;2020-2;Weekday;05:30-08:30;3,304750176774435;10,49520985643812
Sola;Klepp;bil;2025-4;Weekday;08:30-13:30;109,3939090728681;0,0
Dusavika (Randaberg);Sykehuset;buss;2021-4;Weekday;13:30-16:30;7,285204170370825;3,9203471660556453
Sola;Stavanger sentrum;buss;2021-3;Weekday;08:30-13:30;11,27771917817764;15,141452800388334
Madla;Lura;sykkel;2024-4;Weekday;16:30-20:00;1,5455018842369024;0,0
Paradis (Stavanger);Hinnavågen;bil;2025-1;Weekday;08:30-13:30;68,38142401372248;24,94759464278911
Sola;Solborg (Stavanger);buss;2021-3;Weekday;05:30-08:30;2,9761542388172133;2,0298666643813332
Hinnavågen;Sandnes sentrum;bil;2020-3;Weekday;16:30-20:00;20,926174230400544;21,603642056366436
Lura;Klepp;buss;2026-1;Weekday;13:30-16:30;0,6766094832371639;0,5255435934572649
Jåsund (Sola);Nærbø;gange;2022-4;Weekday;13:30-16:30;0,0;0,0
Sandnes sentrum;Sandnes sentrum;gange;2021-2;Weekday;13:30-16:30;318,1081477027068;0,0
Paradis (Stavanger);Hinnavågen;bil;2022-4;Weekday;13:30-16:30;72,08839477789273;29,69546753465769
Sola;Sykehuset;gange;2022-1;Weekday;05:30-08:30;12,541320225209498;0,0
Madla;Rennesøy;bil;2023-2;Weekday;13:30-16:30;2,7681815652730877;6,705577788466997
Dusavika (Randaberg);Madla;bil;2024-1;Weekday;08:30-13:30;22,93918033568361;14,09853027938003
Jåsund (Sola);Hinnavågen;buss;2024-2;Weekday;08:30-13:30;3,4246172556395327;2,6384092296202266
Hinnavågen;Rennesøy;gange;2024-2;Weekday;05:30-08:30;0,0;0,0
Sykehuset;Bjergsted (Stavanger);buss;2026-1;Weekday;08:30-13:30;1,8480902565973534;0,44006615697037543
Bjergsted (Stavanger);Stavanger sentrum;sykkel;2019-2;Weekday;16:30-20:00;2,1431405087200113;0,0
Hommersåk;Solborg (Stavanger);sykkel;2021-1;Weekday;16:30-20:00;0,0;0,0
Bjergsted (Stavanger);Jåsund (Sola);sykkel;2021-2;Weekday;13:30-16:30;1,3829144376391578;0,0
Nærbø;Sola;sykkel;2019-2;Weekday;05:30-08:30;0,053814326809764446;0,0
Hundvåg;Sykehuset;bil;2025-4;Weekday;13:30-16:30;7,953681818405329;3,543830245165612
Stavanger sentrum;Nærbø;buss;2022-2;Weekday;13:30-16:30;0,0;0,0
Sandnes sentrum;Dusavika (Randaberg);rail;2019-4;Weekday;16:30-20:00;0,6905743017369589;0,0
Forus;Ganddal (Sandnes);sykkel;2025-1;Weekday;05:30-08:30;3,958807161369682;0,0
Bjergsted (Stavanger);Dusavika (Randaberg);bil;2024-1;Weekday;08:30-13:30;69,87766933159779;15,450118995568891
Nærbø;Hinnavågen;rail;2024-2;Weekday;08:30-13:30;4,17288707548224;0,0
Hundvåg;Forus;bil;2021-4;Weekday;05:30-08:30;23,38742155150982;23,573046690656668
Dusavika (Randaberg);Bjergsted (Stavanger);bil;2025-1;Weekday;16:30-20:00;27,526824859840456;7,012616621743172
Sola;Rennesøy;bil;2020-4;Weekday;16:30-20:00;0,8528630604468097;2,9433763814543896
Sandnes sentrum;Sykehuset;gange;2022-4;Weekday;05:30-08:30;25,144792275691486;0,0
Sola;Hinnavågen;buss;2020-3;Weekday;05:30-08:30;1,5947424397753904;0,9247118753913348
Nærbø;Hommersåk;bil;2022-3;Weekday;16:30-20:00;4,046658019712654;11,181329837133102
Rennesøy;Rennesøy;gange;2025-1;Weekday;05:30-08:30;5,949180017777988;0,0
Sandnes sentrum;Hinnavågen;gange;2020-4;Weekday;05:30-08:30;27,845414876141795;0,0
Madla;Sandnes sentrum;sykkel;2025-3;Weekday;16:30-20:00;1,2913427851990789;0,0
Bjergsted (Stavanger);Rennesøy;sykkel;2022-1;Weekday;08:30-13:30;0,0;0,0
Hundvåg;Forus;rail;2024-2;Weekend;Weekend;0,05645972672854199;0,0
Klepp;Jåsund (Sola);rail;2023-3;Weekday;20:00-05:30;0,04937666593127634;
Forus;Madla;sykkel;2022-3;Weekday;16:30-20:00;3,9387687055941503;0,0
Lura;Stavanger sentrum;bil;2023-4;Weekday;08:30-13:30;19,657692260553468;16,87297371047946
Hinnavågen;Bjergsted (Stavanger);sykkel;2021-1;Weekday;16:30-20:00;1,5848913865383623;0,0
Hundvåg;Sykehuset;sykkel;2022-2;Weekday;08:30-13:30;4,829610785178017;0,0
Paradis (Stavanger);Lura;rail;2023-1;Weekday;13:30-16:30;0,02613669124006442;
Hommersåk;Paradis (Stavanger);sykkel;2024-3;Weekday;05:30-08:30;0,0;0,0
Lura;Hinnavågen;buss;2023-4;Weekday;16:30-20:00;2,1854581812519136;0,39323292795517767
Nærbø;Stavanger sentrum;rail;2023-1;Weekday;08:30-13:30;6,473187197122622;0,0
Sola;Sola;buss;2022-1;Weekday;08:30-13:30;19,83666191424614;0,0
Stavanger sentrum;Jåsund (Sola);gange;2023-4;Weekend;Weekend;14,114256599024591;0,0
Dusavika (Randaberg);Hommersåk;bil;2024-4;Weekday;16:30-20:00;0,9039172303201624;2,4793485946080116
Jåsund (Sola);Hommersåk;sykkel;2022-3;Weekday;16:30-20:00;0,0;0,0
Paradis (Stavanger);Klepp;sykkel;2023-2;Weekday;13:30-16:30;0,0;0,0
Madla;Hinnavågen;buss;2025-4;Weekday;13:30-16:30;4,665925605537271;1,4204716123050123
Nærbø;Hundvåg;rail;2021-2;Weekend;Weekend;0,13095699501092586;
Dusavika (Randaberg);Forus;bil;2019-3;Weekday;13:30-16:30;15,830037186323176;15,813903703670675
Jåsund (Sola);Solborg (Stavanger);buss;2025-3;Weekday;05:30-08:30;6,760487564288012;1,976085060581801
Hinnavågen;Nærbø;buss;2022-4;Weekday;05:30-08:30;0,0;0,0
Bjergsted (Stavanger);Ganddal (Sandnes);bil;2021-4;Weekday;13:30-16:30;7,427079815531032;11,002267839506747
Forus;Bjergsted (Stavanger);buss;2023-1;Weekday;08:30-13:30;1,236920803822431;0,819632017865121
Forus;Paradis (Stavanger);buss;2024-1;Weekday;20:00-05:30;0,0;0,0
Ganddal (Sandnes);Madla;gange;2019-2;Weekday;05:30-08:30;13,999754742606386;0,0
Jåsund (Sola);Stavanger sentrum;bil;2023-4;Weekday;16:30-20:00;9,130329566859347;7,583059336800483
Bjergsted (Stavanger);Rennesøy;sykkel;2025-1;Weekend;Weekend;0,0;0,0
Klepp;Stavanger sentrum;buss;2020-4;Weekday;16:30-20:00;0,020828787640319396;0,041920697621949034
Dusavika (Randaberg);Madla;buss;2019-2;Weekday;16:30-20:00;1,6848683438098435;0,9919114681620527
Bjergsted (Stavanger);Ganddal (Sandnes);bil;2026-1;Weekday;08:30-13:30;4,223876849628641;0,0
Sola;Dusavika (Randaberg);bil;2020-1;Weekday;08:30-13:30;14,35648952588992;18,47450242100622
Bjergsted (Stavanger);Sandnes sentrum;gange;2024-3;Weekday;05:30-08:30;0,030945655747104;0,0
Forus;Hommersåk;gange;2025-1;Weekday;08:30-13:30;0,050546208079016705;0,0
Lura;Forus;bil;2020-1;Weekday;16:30-20:00;41,8100967517587;0,0
Jåsund (Sola);Hundvåg;sykkel;2020-3;Weekday;16:30-20:00;0,316144369006176;0,0
Klepp;Sandnes sentrum;bil;2025-1;Weekend;Weekend;39,933088921997886;35,964819923418816
Sykehuset;Hommersåk;bil;2021-2;Weekday;08:30-13:30;6,905371812712877;16,440260977421513
Paradis (Stavanger);Ganddal (Sandnes);sykkel;2021-4;Weekday;08:30-13:30;0,0;0,0
Forus;Sykehuset;sykkel;2024-3;Weekday;05:30-08:30;2,206359276722701;0,0
Sandnes sentrum;Hinnavågen;bil;2024-1;Weekday;05:30-08:30;46,99315451785909;44,85151315235444
Bjergsted (Stavanger);Nærbø;buss;2022-1;Weekday;13:30-16:30;0,0;0,0
Sykehuset;Hundvåg;sykkel;2021-4;Weekday;05:30-08:30;1,5622702969878102;0,0
Hinnavågen;Hinnavågen;rail;2021-1;Weekday;20:00-05:30;0,10776889265476845;
Rennesøy;Rennesøy;bil;2021-4;Weekday;05:30-08:30;67,90105188087573;60,57472595557946
Hinnavågen;Bjergsted (Stavanger);sykkel;2025-3;Weekday;05:30-08:30;1,0580991745879604;0,0
Ganddal (Sandnes);Madla;buss;2024-1;Weekday;05:30-08:30;0,7689930769225654;0,7323068428816355
Bjergsted (Stavanger);Bjergsted (Stavanger);gange;2025-4;Weekday;20:00-05:30;3,143715756070231;0,0
Jåsund (Sola);Hommersåk;gange;2022-3;Weekday;13:30-16:30;0,0;0,0
Madla;Sandnes sentrum;sykkel;2026-1;Weekday;05:30-08:30;1,559005005879646;0,0
Sandnes sentrum;Bjergsted (Stavanger);bil;2022-2;Weekday;16:30-20:00;5,116694821694753;7,285854248820185
Paradis (Stavanger);Sandnes sentrum;gange;2020-3;Weekday;16:30-20:00;6,4200970345118265;0,0
Lura;Bjergsted (Stavanger);rail;2024-1;Weekday;05:30-08:30;0,04463552743614917;
Hinnavågen;Bjergsted (Stavanger);gange;2021-1;Weekday;13:30-16:30;10,823696322199654;0,0
Jåsund (Sola);Hommersåk;sykkel;2026-1;Weekday;05:30-08:30;0,0;0,0
Sola;Hommersåk;gange;2023-4;Weekday;08:30-13:30;0,004322352553404112;0,0
Paradis (Stavanger);Paradis (Stavanger);buss;2019-3;Weekday;08:30-13:30;1,7872761102699195;0,2582142788559004
Ganddal (Sandnes);Hundvåg;sykkel;2023-3;Weekday;16:30-20:00;0,0;0,0
Hundvåg;Dusavika (Randaberg);bil;2019-4;Weekday;16:30-20:00;16,82892506306695;10,877771842639161
Stavanger sentrum;Jåsund (Sola);gange;2021-3;Weekday;13:30-16:30;41,19036803398097;0,0
Sandnes sentrum;Stavanger sentrum;buss;2022-4;Weekday;08:30-13:30;0,0;0,0
Hundvåg;Hommersåk;buss;2023-1;Weekday;08:30-13:30;0,0;0,0
Dusavika (Randaberg);Forus;buss;2022-4;Weekday;05:30-08:30;28,370006610196366;27,135968148288377
Bjergsted (Stavanger);Solborg (Stavanger);buss;2023-4;Weekend;Weekend;3,3213404555132735;0,5928086181973881
Hundvåg;Hundvåg;buss;2021-2;Weekday;13:30-16:30;5,260669294648782;2,059607397058479
Madla;Sykehuset;sykkel;2019-4;Weekday;16:30-20:00;4,267002439165753;0,0
Forus;Hinnavågen;buss;2019-2;Weekday;13:30-16:30;16,881221590559196;0,0
Dusavika (Randaberg);Hundvåg;buss;2025-4;Weekday;05:30-08:30;3,7104228984813137;2,009826501050057
Hommersåk;Dusavika (Randaberg);buss;2022-2;Weekday;13:30-16:30;0,0810579872982313;0,16857733524908833
Ganddal (Sandnes);Nærbø;gange;2021-2;Weekday;08:30-13:30;28,704456658685732;0,0
Sykehuset;Paradis (Stavanger);buss;2024-2;Weekday;16:30-20:00;7,141274232965079;1,0830600683702358
Bjergsted (Stavanger);Nærbø;bil;2025-1;Weekend;Weekend;1,6243477117009402;4,350205956200527
Paradis (Stavanger);Sandnes sentrum;bil;2021-2;Weekday;13:30-16:30;29,879742966917977;42,801704467107555
Hundvåg;Sola;gange;2024-4;Weekend;Weekend;0,06565521324084075;0,0
Paradis (Stavanger);Hinnavågen;rail;2024-3;Weekend;Weekend;0,3497622668627565;0,0
Sykehuset;Solborg (Stavanger);gange;2021-4;Weekday;13:30-16:30;94,91707345013843;0,0
Hundvåg;Nærbø;gange;2025-2;Weekend;Weekend;0,0;0,0
Jåsund (Sola);Sykehuset;gange;2025-3;Weekday;13:30-16:30;3,2699178118714842;0,0
Sandnes sentrum;Bjergsted (Stavanger);sykkel;2022-3;Weekday;05:30-08:30;0,0;0,0
Klepp;Rennesøy;bil;2025-1;Weekday;08:30-13:30;1,1172121436472107;4,0507063447006075
Lura;Madla;buss;2023-1;Weekday;05:30-08:30;2,3753276416411424;1,3171039011608252
Stavanger sentrum;Dusavika (Randaberg);sykkel;2022-1;Weekday;16:30-20:00;7,470428081909028;0,0
Sandnes sentrum;Hommersåk;sykkel;2026-1;Weekend;Weekend;10,657481456601872;0,0
Hinnavågen;Stavanger sentrum;rail;2025-4;Weekday;20:00-05:30;0,3404984155619183;0,0
Lura;Nærbø;gange;2023-3;Weekend;Weekend;0,00996252863330391;0,0
Hinnavågen;Rennesøy;bil;2019-3;Weekday;05:30-08:30;0,8319363247179137;2,1247480383487556
Sandnes sentrum;Paradis (Stavanger);rail;2023-4;Weekday;13:30-16:30;1,7391508833472564;0,0
Klepp;Rennesøy;bil;2022-4;Weekday;13:30-16:30;0,3233443286197871;1,2976505860719718
Nærbø;Sykehuset;sykkel;2024-1;Weekday;13:30-16:30;0,0;0,0
Ganddal (Sandnes);Sandnes sentrum;gange;2023-1;Weekend;Weekend;121,28199860018015;0,0
Sola;Sandnes sentrum;sykkel;2023-1;Weekday;20:00-05:30;0,0;0,0
Hommersåk;Hommersåk;gange;2024-2;Weekend;Weekend;5,152115843910638;0,0
Lura;Bjergsted (Stavanger);buss;2025-2;Weekday;08:30-13:30;0,0759784978934421;0,03011326005630029
Rennesøy;Stavanger sentrum;buss;2022-4;Weekday;05:30-08:30;2,3076506220084054;3,583561208627182
Sykehuset;Lura;sykkel;2023-2;Weekday;16:30-20:00;1,606698892439621;0,0
Hinnavågen;Paradis (Stavanger);bil;2023-3;Weekday;20:00-05:30;0,0;0,0
Sola;Rennesøy;gange;2021-1;Weekday;13:30-16:30;0,0;0,0
Bjergsted (Stavanger);Dusavika (Randaberg);bil;2023-1;Weekday;05:30-08:30;57,16460735309903;12,111118802551676
Klepp;Hommersåk;bil;2021-1;Weekday;08:30-13:30;8,399660821652153;16,94678920851033
Dusavika (Randaberg);Hommersåk;bil;2021-3;Weekday;08:30-13:30;5,039910521117232;14,678989214195603
Rennesøy;Nærbø;sykkel;2019-4;Weekday;13:30-16:30;0,0;0,0
Lura;Madla;sykkel;2022-2;Weekday;13:30-16:30;2,3835375379686163;0,0
Hinnavågen;Hommersåk;sykkel;2019-4;Weekday;05:30-08:30;0,02916230887862448;0,0
Hundvåg;Sykehuset;buss;2024-2;Weekday;13:30-16:30;4,715687107624887;1,9619719633151858
Hommersåk;Rennesøy;gange;2022-2;Weekday;16:30-20:00;0,0;0,0
Rennesøy;Madla;sykkel;2022-3;Weekday;16:30-20:00;0,0;0,0
Hinnavågen;Sandnes sentrum;gange;2024-4;Weekday;05:30-08:30;3,504534818459418;0,0
Nærbø;Sykehuset;buss;2025-3;Weekday;08:30-13:30;0,0;0,0
Klepp;Klepp;rail;2025-1;Weekday;16:30-20:00;1,4221606177221857;0,0
Sandnes sentrum;Klepp;gange;2024-2;Weekday;08:30-13:30;9,890031995226026;0,0
Rennesøy;Jåsund (Sola);bil;2025-3;Weekday;13:30-16:30;1,937792085877101;4,253445532089645
Hundvåg;Klepp;bil;2023-3;Weekday;08:30-13:30;2,544222576236126;5,732588925922508
Jåsund (Sola);Sola;buss;2024-4;Weekend;Weekend;3,2615123586816566;0,0
Hundvåg;Ganddal (Sandnes);gange;2024-3;Weekend;Weekend;0,0;0,0
Hinnavågen;Sandnes sentrum;buss;2024-2;Weekday;20:00-05:30;0,0;
Forus;Hommersåk;gange;2022-2;Weekday;08:30-13:30;0,5926539550911631;0,0
Bjergsted (Stavanger);Paradis (Stavanger);bil;2023-2;Weekday;13:30-16:30;24,672699633562996;4,883602648362166
Bjergsted (Stavanger);Dusavika (Randaberg);sykkel;2026-1;Weekday;16:30-20:00;4,564260792137318;0,0
Ganddal (Sandnes);Madla;gange;2023-1;Weekday;13:30-16:30;0,4994398388862226;0,0
Klepp;Solborg (Stavanger);rail;2025-2;Weekday;05:30-08:30;0,11043171240571495;
Madla;Bjergsted (Stavanger);gange;2019-4;Weekday;05:30-08:30;5,537028561171569;0,0
Klepp;Paradis (Stavanger);rail;2023-3;Weekday;16:30-20:00;0,08887799867629742;0,0
Bjergsted (Stavanger);Sandnes sentrum;bil;2019-2;Weekday;05:30-08:30;7,483078511493577;9,470857084345083
Hinnavågen;Klepp;rail;2020-4;Weekday;13:30-16:30;0,0727150199209087;
Nærbø;Hundvåg;rail;2026-1;Weekend;Weekend;0,25668342096205854;0,0
Forus;Forus;buss;2020-3;Weekday;08:30-13:30;14,010523527882402;0,0
Nærbø;Dusavika (Randaberg);buss;2023-2;Weekday;08:30-13:30;0,0;0,0
Nærbø;Jåsund (Sola);buss;2025-4;Weekend;Weekend;0,0;0,0
Sola;Sola;bil;2021-2;Weekday;16:30-20:00;181,74100872070997;0,0
Sandnes sentrum;Madla;sykkel;2024-4;Weekday;13:30-16:30;2,331726000334681;0,0
Bjergsted (Stavanger);Bjergsted (Stavanger);sykkel;2021-4;Weekday;08:30-13:30;15,225905716216849;0,0
Sykehuset;Sandnes sentrum;bil;2024-3;Weekday;16:30-20:00;6,5362201620047164;6,998163438181767
Sandnes sentrum;Paradis (Stavanger);gange;2023-2;Weekday;08:30-13:30;1,6968298738658003;0,0
Paradis (Stavanger);Solborg (Stavanger);bil;2022-4;Weekday;13:30-16:30;59,924506492531414;19,19662597257344
Paradis (Stavanger);Dusavika (Randaberg);sykkel;2019-4;Weekday;05:30-08:30;3,55247089519661;0,0
Ganddal (Sandnes);Bjergsted (Stavanger);buss;2019-2;Weekday;13:30-16:30;0,0;0,0
Paradis (Stavanger);Solborg (Stavanger);bil;2025-1;Weekday;08:30-13:30;53,621525409637066;13,644502188152797
Stavanger sentrum;Sykehuset;buss;2020-1;Weekday;16:30-20:00;0,4354259252557459;0,33438808142994536
Paradis (Stavanger);Ganddal (Sandnes);gange;2022-4;Weekday;05:30-08:30;0,038063256795944286;0,0
Madla;Forus;bil;2023-1;Weekday;05:30-08:30;85,36621151411236;0,0
Sandnes sentrum;Bjergsted (Stavanger);sykkel;2021-1;Weekday;16:30-20:00;0,0;0,0
Ganddal (Sandnes);Bjergsted (Stavanger);rail;2024-1;Weekday;20:00-05:30;0,16180378695604075;
Forus;Ganddal (Sandnes);sykkel;2021-2;Weekday;16:30-20:00;5,596734855877973;0,0
Paradis (Stavanger);Nærbø;buss;2023-2;Weekday;05:30-08:30;0,0;0,0
Sandnes sentrum;Paradis (Stavanger);sykkel;2026-1;Weekday;08:30-13:30;0,12434483516260392;0,0
Solborg (Stavanger);Paradis (Stavanger);sykkel;2026-1;Weekday;13:30-16:30;7,736860418794855;0,0
Jåsund (Sola);Forus;bil;2023-4;Weekday;05:30-08:30;79,73093007384969;0,0
Hinnavågen;Dusavika (Randaberg);bil;2020-1;Weekday;16:30-20:00;22,44280276690426;17,465614409574922
Sykehuset;Stavanger sentrum;gange;2024-1;Weekend;Weekend;47,89756462789473;0,0
Madla;Rennesøy;buss;2022-3;Weekday;13:30-16:30;0,07544821926591098;0,13805879516497274
Lura;Rennesøy;gange;2022-3;Weekday;16:30-20:00;0,0;0,0
Madla;Paradis (Stavanger);buss;2023-3;Weekday;08:30-13:30;5,159101448330455;2,4997997729352512
Paradis (Stavanger);Hinnavågen;sykkel;2024-1;Weekday;08:30-13:30;9,01791369969848;0,0
Hinnavågen;Sandnes sentrum;bil;2020-1;Weekday;05:30-08:30;25,885415839539178;24,761430382620162
Lura;Hundvåg;buss;2020-2;Weekday;05:30-08:30;0,49063090983215074;0,37353308064201735
Lura;Rennesøy;bil;2020-2;Weekday;16:30-20:00;1,8272143621534553;5,35000030778706
Jåsund (Sola);Sandnes sentrum;sykkel;2021-2;Weekday;08:30-13:30;0,5646194350952052;0,0
Stavanger sentrum;Dusavika (Randaberg);bil;2024-3;Weekday;20:00-05:30;0,0;0,0
Stavanger sentrum;Rennesøy;gange;2021-3;Weekday;13:30-16:30;0,0;0,0
Hundvåg;Hinnavågen;buss;2020-1;Weekday;13:30-16:30;2,2099332477143365;1,0325508699594927
Forus;Stavanger sentrum;bil;2019-4;Weekday;13:30-16:30;48,43774762534249;27,12146571567054
Forus;Hinnavågen;bil;2020-4;Weekday;08:30-13:30;104,4393361258956;0,0
Sola;Hinnavågen;buss;2025-4;Weekday;16:30-20:00;1,216602098647881;0,8200434199744618
Sykehuset;Dusavika (Randaberg);buss;2024-2;Weekday;16:30-20:00;4,571407984352213;2,4110688456324625
Hundvåg;Stavanger sentrum;buss;2023-4;Weekend;Weekend;11,15811856648259;4,39654392476943
Sola;Dusavika (Randaberg);gange;2023-3;Weekday;08:30-13:30;1,124487199994371;0,0
Hommersåk;Dusavika (Randaberg);gange;2021-1;Weekday;08:30-13:30;0,0;0,0
Solborg (Stavanger);Hundvåg;gange;2019-4;Weekday;16:30-20:00;14,68585827261311;0,0
Paradis (Stavanger);Hinnavågen;sykkel;2023-1;Weekend;Weekend;4,506370857966443;0,0
Jåsund (Sola);Klepp;gange;2024-1;Weekday;08:30-13:30;0,019644434979669848;0,0
Bjergsted (Stavanger);Sola;sykkel;2021-3;Weekday;16:30-20:00;0,17772478387739263;0,0
Solborg (Stavanger);Hundvåg;bil;2025-1;Weekday;08:30-13:30;16,670218052958926;8,410305707065527
Lura;Madla;gange;2019-3;Weekday;16:30-20:00;10,670240752218978;0,0
Ganddal (Sandnes);Dusavika (Randaberg);bil;2021-1;Weekday;16:30-20:00;4,6800622947344905;8,835214353699305
Dusavika (Randaberg);Paradis (Stavanger);gange;2023-4;Weekday;13:30-16:30;4,514745474724392;0,0
Paradis (Stavanger);Sykehuset;bil;2019-3;Weekday;16:30-20:00;60,222414154370895;8,906383200419882
Ganddal (Sandnes);Rennesøy;gange;2020-3;Weekday;16:30-20:00;0,0;0,0
Sykehuset;Rennesøy;buss;2024-2;Weekend;Weekend;0,13858528679444482;0,20965010404217485
Hinnavågen;Lura;rail;2026-1;Weekday;05:30-08:30;0,1833453006871847;0,0
Sola;Solborg (Stavanger);buss;2024-4;Weekday;16:30-20:00;7,701708577779782;6,085458541964923
Bjergsted (Stavanger);Hinnavågen;sykkel;2020-3;Weekday;08:30-13:30;2,4170272881587618;0,0
Sykehuset;Stavanger sentrum;bil;2023-2;Weekday;13:30-16:30;89,93684538300549;14,558185612114107
Sandnes sentrum;Sandnes sentrum;buss;2024-3;Weekday;16:30-20:00;17,249049970088326;2,8604189399332562
Jåsund (Sola);Forus;bil;2026-1;Weekday;05:30-08:30;101,21442638695298;0,0
Hinnavågen;Forus;buss;2024-2;Weekday;05:30-08:30;18,79603907470308;4,450325356802899
Sandnes sentrum;Klepp;sykkel;2023-4;Weekday;13:30-16:30;8,797285321694371;0,0
Sykehuset;Solborg (Stavanger);buss;2024-1;Weekday;20:00-05:30;0,0;0,0
Hundvåg;Sandnes sentrum;gange;2021-1;Weekday;08:30-13:30;0,0;0,0
Hundvåg;Rennesøy;bil;2022-2;Weekday;08:30-13:30;5,066574571682693;10,418581409802668
Sandnes sentrum;Paradis (Stavanger);gange;2019-3;Weekday;16:30-20:00;6,910409214075772;0,0
Hinnavågen;Rennesøy;gange;2025-2;Weekend;Weekend;0,0;0,0
Klepp;Sandnes sentrum;sykkel;2020-2;Weekday;13:30-16:30;5,465333772915963;0,0
Bjergsted (Stavanger);Sandnes sentrum;gange;2025-3;Weekend;Weekend;0,03760267307867027;0,0
Hommersåk;Hundvåg;buss;2024-2;Weekday;16:30-20:00;0,0;0,0
Paradis (Stavanger);Madla;sykkel;2024-1;Weekday;05:30-08:30;2,4449797842195515;0,0
